x,y,z,,,
5.58,-2.711,0.000400066375732,,,
7.271,-2.568,0.001213073730469,,,
9.41304,-0.267438,0.001689910888672,,,
10.5,2,0.000481605529785,,,
10.7763557434082,5.02323055267334,0.00101375579834,,,
8.98844416906738,5.88118749740601,0.00101375579834,,,
7.20053259472656,6.73914444213867,0.00101375579834,,,
5.41262102038574,7.59710138687134,0.00101375579834,,1.78791157434082,-0.857956944732666
3.62470944604492,8.455058331604,0.00101375579834,,,
1.8367978717041,9.31301527633667,0.00101375579834,,,
0.048886297363281,10.1709722210693,0.00101375579834,,,
-1.73902527697754,11.028929165802,0.00101375579834,,,
-3.52693685131836,11.8868861105347,0.00101375579834,,,
-5.31484842565918,12.7448430552673,0.00101375579834,,,
-7.10276,13.6028,0.003320693969727,,,
-9.46273803710938,13.7,0.003320693969727,,,
-11.1309118270874,11.9113941192627,0.001764297485352,,0.896944086456299,1.67770705963135
-12.0278559135437,10.2336870596314,0.001764297485352,,,
-12.9248,8.55598,0.00029182434082,,,
-12.8000888824463,6.11400413513184,-0.00139045715332,,,
-10.9620799942017,5.23150372161866,-0.00139045715332,,-1.83800888824463,0.882500413513184
-9.12407110595704,4.34900330810547,-0.00139045715332,,,
-7.28606221771241,3.46650289459229,-0.00139045715332,,,
-5.44805332946778,2.5840024810791,-0.00139045715332,,,
-3.61004444122315,1.70150206756592,-0.00139045715332,,,
-1.77203555297852,0.819001654052737,-0.00139045715332,,,
0.065973335266111,-0.063498759460448,-0.00139045715332,,,
1.90398222351074,-0.945999172973631,-0.00139045715332,,,
3.74199111175537,-1.82849958648682,-0.00139045715332,,,
5.58,-2.711,0.000400066375732,,,
